1,2,0.7386673153472513,0.8952046467613577,0.7429036059250823,-3.1252497883977397,0.0,523.51,-0.11,8.54,-3.07,3.35,0,-14.22,18.18
1,2,0.5483349022393178,-2.9128325964574646,0.548129667607786,-3.1394993899882726,0.0,523.51,-0.11,8.53,-2.72,4.53,0,-12.78,23.35
1,2,-0.0,-1.7983803410823127,0.0,0.0,0.0,523.51,0.0,8.46,0.03,6.16,0,0.14,30.79
1,2,0.139772003269285,-0.9990143625024492,0.13355830803796725,3.1367941299882562,0.0,523.51,-0.11,8.37,-0.86,6.04,0,-4.13,30.21
1,2,-1.5707963267948963,3.141592653589793,-1.5707963267948963,0.0,0.0,523.51,0.0,8.53,0.0,0.0,0,0.01,4.59
1,2,-1.5707963267948963,3.141592653589793,-1.5707963267948963,0.0,0.0,523.51,0.0,8.53,0.0,0.0,0,0.01,4.59
1,2,0.6057697367499427,-1.2602292629402774,0.5991583544398756,-0.008536378011900467,0.0,523.51,0.11,8.53,2.87,4.2,0,13.44,21.88
1,2,0.99869344336026,2.481963910952872,1.0092167762528523,-0.01612763384363629,0.0,523.51,0.1,8.39,2.79,1.78,0,12.67,11.59
1,2,1.3997857394384872,-1.6107750139181876,1.4112633896052962,0.03997868712328952,0.0,523.51,0.03,8.39,1.02,0.17,0,4.54,5.04
1,2,1.5426291751491763,2.277704387555007,1.5391167399289112,3.0781857016229592,0.0,523.51,-0.01,8.39,-0.18,0.01,0,-0.8,4.37
1,2,0.3401172431841126,0.5982750016861588,0.33756553421930696,3.1403155150759927,0.0,523.51,-0.2,8.32,-1.94,5.47,0,-9.23,27.61
1,2,0.1993373049823241,-2.466057745673606,0.18985542996128169,0.003050320991902473,0.0,523.51,0.13,8.37,1.2,5.92,0,5.74,29.65
1,2,0.8018992507321875,0.9900250021588173,0.7994835847793809,-0.0123202935033213,0.0,523.51,0.17,8.38,3.08,2.99,0,14.21,16.61
1,2,1.1870854261426833,-2.588391931562063,1.2149252591010518,0.014387496388925742,0.0,523.51,0.06,8.39,2.07,0.8,0,9.27,7.56
1,2,0.40263421674928146,1.8460535204417057,0.4034286130997473,-0.0017457701849998993,0.0,523.51,0.21,8.33,2.21,5.23,0,10.47,26.5
1,2,1.3432123125074804,-3.014976467220703,1.3432377498988815,3.1398140872126175,0.0,523.51,-0.03,8.53,-1.34,0.31,0,-5.98,5.68
1,2,0.9362637677512442,-0.7158006982608055,0.9556257818599946,3.1398520113094546,0.0,523.51,-0.11,8.39,-2.92,2.1,0,-13.29,12.98
1,2,1.1426749596672536,-2.0632288955182396,1.1560546093372166,-3.1391174111201794,0.0,523.51,-0.07,8.39,-2.32,1.05,0,-10.44,8.59
1,2,1.5426291751491763,2.719061100108486,1.5566561942135646,-2.719061100108486,0.0,555.64,-0.01,8.92,-0.19,0.01,0,-0.84,4.92
1,2,-1.5707963267948963,3.141592653589793,-1.5707963267948963,0.0,0.0,555.64,0.0,8.92,0.0,0.0,0,0.01,5.17
1,2,0.6057697367499427,0.12495885920766067,0.5927588247222723,-0.003894819643446428,0.0,555.64,0.21,8.9,3.05,4.45,0,14.22,23.3
1,2,0.3401172431841126,-1.0479175979127875,0.34294090155079276,3.1298121125904474,0.0,555.64,-0.2,8.85,-2.06,5.81,0,-9.77,29.35
1,2,1.1870854261426833,-2.014742051882893,1.2006403104314458,0.006607833340113344,0.0,555.64,0.06,8.92,2.19,0.85,0,9.82,8.28
1,2,0.9362637677512442,0.36247333036538515,0.9448132817896604,-3.136179070880828,0.0,483.9,-0.11,7.73,-2.7,1.94,0,-12.42,11.87
1,2,0.5483349022393178,-1.217961766033309,0.5397070592584488,3.135749550753769,0.0,483.9,-0.21,7.7,-2.51,4.18,0,-11.91,21.6
1,2,-1.5707963267948963,3.141592653589793,-1.5707963267948963,0.0,0.0,555.64,0.0,8.92,0.0,0.0,0,0.01,5.17
1,2,0.8018992507321875,2.165042345575898,0.7944065955816545,-0.0011544006416004692,0.0,555.64,0.17,8.92,3.27,3.17,0,15.05,17.78
1,2,1.3997857394384872,-1.3658084563029627,1.4088067788879595,0.04372211860158682,0.0,555.64,0.03,8.92,1.08,0.18,0,4.79,5.62
1,2,1.3432123125074804,-2.6378430984992307,1.3374011573344309,3.1278004247529596,0.0,483.9,-0.04,7.73,-1.24,0.28,0,-5.6,4.98
