1 , 3 , 1 , 1.00 , 0.00 , 0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 0.35 , -0.94 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 10594.14 , -0.02 , 8.18 , -0.00 , 6.94 , 0.00 , 13.26 , 300.00 , 44.01 , 298.00 , 72.24 , 0.00 , 0.00 , -0.00 , 10.54 , 1 , 0 , -0.00 , 4.01 , -0.00 , 51.24
1 , 3 , 1 , 1.00 , 0.00 , 0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 0.92 , 0.39 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 8266.43 , -0.01 , 6.32 , -0.00 , 5.27 , 0.00 , 10.16 , 300.00 , 42.43 , 298.00 , 61.52 , 0.00 , 0.00 , -0.00 , 8.20 , 1 , 0 , -0.00 , 2.43 , -0.00 , 40.52
1 , 3 , 1 , 1.00 , 0.00 , 0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 0.98 , 0.22 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 11004.88 , -0.02 , 8.50 , -0.00 , 7.45 , 0.00 , 14.01 , 300.00 , 44.32 , 298.00 , 75.38 , 0.00 , -0.00 , -0.00 , 10.95 , 1 , 0 , -0.00 , 4.32 , -0.00 , 54.38
1 , 3 , 1 , 1.00 , 0.00 , 0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 0.43 , 0.90 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 11419.72 , -0.02 , 8.84 , -0.00 , 7.69 , 0.00 , 14.51 , 300.00 , 44.66 , 298.00 , 77.49 , -0.00 , 0.00 , -0.00 , 11.36 , 1 , 0 , -0.00 , 4.66 , -0.00 , 56.49
1 , 3 , 1 , 1.00 , 0.00 , 0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 0.80 , 0.60 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 8356.71 , -0.01 , 6.40 , -0.00 , 5.34 , 0.00 , 10.29 , 300.00 , 42.49 , 298.00 , 62.06 , -0.00 , 0.00 , -0.00 , 8.29 , 1 , 0 , -0.00 , 2.49 , -0.00 , 41.06
1 , 3 , 1 , 1.00 , 0.00 , 0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , -0.83 , -0.56 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 9863.25 , -0.02 , 7.60 , -0.00 , 6.36 , 0.00 , 12.23 , 300.00 , 43.47 , 298.00 , 69.10 , -0.00 , 0.00 , -0.00 , 9.80 , 1 , 0 , -0.00 , 3.47 , -0.00 , 48.10
1 , 3 , 1 , 1.00 , 0.00 , 0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 0.48 , 0.88 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 11340.97 , -0.02 , 8.77 , -0.00 , 7.63 , 0.00 , 14.40 , 300.00 , 44.59 , 298.00 , 77.32 , 0.00 , 0.00 , -0.00 , 11.28 , 1 , 0 , -0.00 , 4.59 , -0.00 , 56.32
1 , 3 , 1 , 1.00 , 0.00 , 0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 0.46 , 0.89 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 8573.45 , -0.01 , 6.57 , -0.00 , 5.51 , 0.00 , 10.59 , 300.00 , 42.62 , 298.00 , 63.07 , -0.00 , 0.00 , -0.00 , 8.51 , 1 , 0 , -0.00 , 2.62 , -0.00 , 42.07
1 , 3 , 1 , 1.00 , 0.00 , 0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 0.70 , 0.71 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 11266.53 , -0.02 , 8.71 , -0.00 , 7.65 , 0.00 , 14.38 , 300.00 , 44.53 , 297.99 , 76.71 , 0.00 , 0.00 , -0.00 , 11.21 , 1 , 0 , -0.00 , 4.53 , -0.01 , 55.71
1 , 3 , 1 , 1.00 , 0.00 , 0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 0.09 , -1.00 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 10208.06 , -0.02 , 7.87 , -0.00 , 6.81 , 0.00 , 12.89 , 300.00 , 43.72 , 298.00 , 71.44 , -0.00 , 0.00 , -0.00 , 10.15 , 1 , 0 , -0.00 , 3.72 , -0.00 , 50.44
1 , 3 , 1 , 1.00 , 0.00 , 0.00 , -0.00 , 1.00 , 0.00 , -0.00 , -0.00 , 0.96 , 0.27 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 8302.38 , -0.01 , 6.35 , -0.00 , 5.29 , 0.00 , 10.21 , 300.00 , 42.46 , 298.00 , 61.29 , 0.00 , -0.00 , -0.00 , 8.23 , 1 , 0 , -0.00 , 2.46 , -0.00 , 40.29
