1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , 0.00 , 0.00 , 1.00 , -0.00 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 10661.40 , -0.00 , 8.44 , -0.00 , 7.38 , 0.00 , 7.65 , 300.00 , 44.34 , 298.00 , 25.71 , 0.00 , 0.00 , -0.00 , 0.00 , 1 , 1 , -0.00 , 4.34 , -0.00 , 4.71
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , 0.00 , 0.00 , 1.00 , -0.00 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 8588.67 , -0.01 , 6.82 , -0.00 , 5.76 , 0.00 , 5.96 , 300.00 , 42.81 , 298.00 , 24.05 , 0.00 , 0.00 , 0.00 , 0.00 , 1 , 1 , -0.00 , 2.81 , 0.00 , 3.05
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , 0.00 , 0.00 , 1.00 , -0.00 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 10077.46 , -0.01 , 8.05 , -0.00 , 6.99 , 0.00 , 7.24 , 300.00 , 43.88 , 298.00 , 25.21 , -0.00 , 0.00 , 0.00 , 0.00 , 1 , 1 , -0.00 , 3.88 , 0.00 , 4.21
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , 0.00 , 0.00 , 1.00 , -0.00 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 10150.65 , -0.01 , 8.11 , -0.00 , 7.05 , 0.00 , 7.30 , 300.00 , 43.93 , 298.00 , 25.27 , -0.00 , 0.00 , -0.00 , -0.00 , 1 , 1 , -0.00 , 3.93 , 0.00 , 4.27
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , 0.00 , 0.00 , 1.00 , -0.00 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 8509.38 , -0.00 , 6.67 , -0.00 , 5.61 , 0.00 , 5.81 , 300.00 , 42.76 , 298.00 , 23.99 , 0.00 , -0.00 , 0.00 , -0.00 , 1 , 1 , -0.00 , 2.76 , 0.00 , 2.99
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , 0.00 , 0.00 , 1.00 , -0.00 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 10327.88 , -0.01 , 8.25 , -0.00 , 7.20 , 0.00 , 7.45 , 300.00 , 44.07 , 298.00 , 25.42 , 0.00 , -0.00 , -0.00 , 0.00 , 1 , 1 , -0.00 , 4.07 , 0.00 , 4.42
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , 0.00 , 0.00 , 1.00 , -0.00 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 10142.40 , -0.01 , 8.10 , -0.00 , 7.04 , 0.00 , 7.29 , 300.00 , 43.93 , 298.00 , 25.26 , -0.00 , 0.00 , 0.00 , -0.00 , 1 , 1 , -0.00 , 3.93 , 0.00 , 4.26
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , 0.00 , 0.00 , 1.00 , -0.00 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 9640.30 , -0.01 , 7.69 , -0.00 , 6.63 , 0.00 , 6.86 , 300.00 , 43.54 , 298.00 , 24.85 , -0.00 , 0.00 , -0.00 , -0.00 , 1 , 1 , -0.00 , 3.54 , 0.00 , 3.85
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , 0.00 , 0.00 , 1.00 , -0.00 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 9997.42 , -0.00 , 7.89 , -0.00 , 6.83 , 0.00 , 7.08 , 300.00 , 43.81 , 298.00 , 25.14 , -0.00 , 0.00 , -0.00 , 0.00 , 1 , 1 , -0.00 , 3.81 , 0.00 , 4.14
1 , 3 , 1 , 1.00 , 0.00 , -0.00 , -0.00 , 1.00 , 0.00 , 0.00 , 0.00 , 1.00 , -0.00 , -0.00 , 0.00 , 300.00 , 40.00 , 298.00 , 21.00 , 0.00 , 11489.47 , -0.01 , 9.21 , -0.00 , 8.07 , 0.00 , 8.36 , 300.00 , 45.04 , 298.00 , 26.47 , 0.00 , 0.00 , 0.00 , 0.00 , 1 , 1 , -0.00 , 5.04 , 0.00 , 5.47
