1,1,1,-0.40306041291957945,-1.1760052070951352,-0.0,0.0,0.0,7.81,0.0,6.66,-1.04,15.33,-5.98,6.83,-4.57,46.11
1,1,1,0.5372606622405993,0.428121367127643,-0.0,0.0,0.0,7.55,0.0,6.4,0.38,22.33,-0.0,-0.0,2.47,53.99
1,1,1,-1.5707963267948963,-3.141592653589793,-0.0,-0.0,-0.1,7.26,-0.0,6.12,0.0,10.78,0.0,0.0,0.0,8.4
1,1,1,-0.2165988568708194,0.0,0.0,0.0,-0.03,7.64,-0.0,6.45,-1.57,7.7,0.0,0.0,-2.74,13.76
1,1,1,0.8627817125560864,-0.0,-0.0,-0.0,0.0,7.9,0.0,6.75,-3.07,9.73,-0.68,-0.12,-1.66,18.36
1,1,1,-0.33020020387469645,1.5707963267948966,0.0,0.0,-0.0,7.9,-0.0,6.63,1.66,7.35,0.0,-0.0,5.43,15.96
1,1,1,-0.541798852897645,-0.661357777152958,-0.0,-0.0,0.0,7.9,0.0,6.75,-1.99,7.65,-0.31,0.11,-3.08,22.54
1,1,1,0.7450106466678438,2.5932577513504755,-0.0,0.0,0.0,7.43,0.0,6.29,-2.17,18.3,-4.96,3.88,-24.69,64.8
1,1,1,-0.3422349004212259,-0.0,-0.0,0.0,0.0,7.65,0.0,6.5,0.86,17.53,0.0,-0.0,2.36,40.66
1,1,1,-0.0,-0.0,-0.0,0.0,-0.01,7.4,-0.0,6.25,0.0,6.28,-0.0,-0.0,0.0,3.47
1,1,1,0.9071387111083266,1.1109874705310874,0.0,0.0,-0.0,7.7,-0.0,6.46,-2.36,18.3,-4.36,5.95,-7.65,55.53
1,1,1,1.082908616016249,0.0,0.0,0.0,0.0,7.9,0.0,6.75,-3.31,6.24,0.0,0.0,-2.94,5.4
1,1,1,0.7430798107332434,-0.5908816742874402,-0.0,0.0,0.0,7.43,0.0,6.19,0.01,21.89,1.3,6.25,-1.2,71.82
1,1,1,1.0376974585835514,1.9010936816241504,0.0,0.0,0.0,7.82,0.0,6.58,-4.06,13.57,0.66,0.58,-11.84,40.93
1,1,1,-1.5707963267948963,-3.141592653589793,-0.0,-0.0,-0.1,7.26,-0.0,6.03,0.0,10.69,-0.0,-0.0,0.0,8.4
1,1,1,1.2478678214708578,0.0,-0.0,0.0,-0.01,7.79,-0.0,6.46,-1.51,8.04,-0.0,-0.0,-0.62,6.68
1,1,1,-0.46381481649267864,3.048636390887787,-0.0,0.0,0.0,7.89,0.0,6.65,1.73,9.33,-1.58,2.19,6.72,33.81
1,1,1,1.528249554746774,1.5707963267948966,0.0,0.0,-0.07,7.47,-0.0,6.03,-1.9,12.07,-0.0,-0.0,-2.82,24.64
1,1,1,-1.5707963267948963,-3.141592653589793,-0.0,-0.0,-0.13,8.36,-0.0,7.3,0.0,12.63,-0.0,0.0,0.0,11.02
