1,2,1,0.7386673153472513,2.8577985443814655,-0.0,0.0,0.0,7.0,-0.0,5.76,-0.09,4.43,0.91,3.25,3.73,16.22
1,2,1,0.5483349022393178,-1.117198630687125,-0.0,-0.0,0.0,7.0,-0.0,5.85,-0.14,3.1,-0.84,4.16,-3.75,20.07
1,2,1,0.139772003269285,1.5467011070865249,-0.0,0.0,0.0,7.0,-0.01,5.95,-0.02,1.52,-4.83,1.51,-20.71,11.59
1,2,1,-1.5707963267948963,0.44695320228126595,-0.0,0.0,0.0,7.09,-0.01,5.2,2.22,14.01,0.54,-0.05,3.89,13.84
1,2,1,1.3997857394384872,1.6906526370373125,-0.0,0.0,0.0,7.09,-0.01,5.57,0.17,6.08,0.34,0.01,1.55,4.3
1,2,1,0.1993373049823241,1.6427077674360955,0.0,0.0,0.0,7.09,-0.0,5.93,-0.01,1.59,-0.38,-1.03,6.28,4.78
1,2,1,0.8018992507321875,-1.9151779558407747,-0.0,-0.0,0.0,7.09,-0.0,5.73,0.27,4.97,1.04,3.45,4.88,17.22
1,2,1,1.5426291751491763,-0.20337770352615414,-0.0,-0.0,0.0,7.09,-0.02,4.93,2.68,16.61,8.62,5.04,19.48,63.82
1,2,1,-1.5707963267948963,0.44695320228126595,-0.0,0.0,0.0,7.09,-0.01,5.2,2.22,14.01,0.54,-0.05,3.89,13.84
1,2,1,0.3401172431841126,-1.5707963267948966,-0.0,-0.0,0.0,7.0,-0.0,5.92,-0.07,1.72,-4.35,0.69,-18.27,7.98
1,2,1,0.6057697367499427,-1.5566121674462572,-0.0,-0.0,0.0,7.09,-0.0,5.83,0.19,3.39,0.12,3.67,0.56,17.78
1,2,1,0.9362637677512442,-0.27105542797100146,-0.0,0.0,-0.06,6.69,-0.0,5.68,-0.45,5.59,-2.23,1.66,-10.28,9.56
1,2,1,-0.0,-2.2767771024487176,-0.0,-0.0,0.0,7.09,-0.0,4.86,-0.01,8.23,-0.1,6.3,-0.46,30.39
1,2,1,1.1870854261426833,-1.6437566450407957,-0.0,-0.0,0.0,7.09,-0.0,5.6,0.37,6.41,-1.3,2.28,-4.53,14.26
1,2,1,0.99869344336026,2.426975287573593,0.0,0.0,0.0,7.09,-0.0,5.68,0.47,5.58,-0.56,-0.17,7.63,5.96
1,2,1,0.40263421674928146,0.30684784315769037,0.0,0.0,0.0,7.09,-0.0,5.89,0.11,2.52,1.37,3.84,6.1,18.56
1,2,1,1.3432123125074804,-1.0163452356706604,-0.0,-0.0,0.0,7.09,-0.0,5.71,-0.09,6.02,1.34,1.16,5.38,9.39
1,2,1,1.1426749596672536,1.133458435047013,-0.0,0.0,0.0,7.09,-0.0,5.52,-0.98,7.34,1.55,5.97,4.38,30.52
1,2,1,0.1993373049823241,-1.3588276108156967,-0.0,0.0,0.0,8.91,-0.07,7.34,-0.09,9.41,-0.82,1.02,-1.36,14.19
1,2,1,0.9362637677512442,-3.097155522936355,-0.0,0.0,0.0,8.91,-0.0,7.41,-0.46,7.32,-2.81,2.05,-12.61,12.25
1,2,1,1.3432123125074804,1.9485906885501416,-0.0,0.0,0.0,8.91,-0.0,7.23,0.29,9.43,-2.13,4.18,-7.21,24.94
1,2,1,1.1426749596672536,-2.882187579277969,-0.0,-0.0,0.0,8.91,-0.0,7.31,-0.84,8.14,-0.0,-0.0,-1.74,10.87
1,2,1,-0.0,-1.7546736445593387,-0.0,-0.0,0.0,8.91,-0.0,6.67,-0.02,8.04,-0.11,6.42,-0.5,30.94
1,2,1,1.3997857394384872,1.9109135699790094,-0.0,0.0,0.0,8.91,-0.0,7.28,0.1,9.97,0.37,0.0,1.68,7.69
1,2,1,0.6057697367499427,-0.40263421674928146,-0.0,0.0,0.0,8.91,-0.0,7.6,0.11,4.27,0.06,5.32,0.27,25.68
1,2,1,1.1870854261426833,3.012738974738686,-0.0,0.0,0.0,8.91,-0.0,7.39,0.09,7.13,-1.83,2.49,-7.01,16.63
1,2,1,0.99869344336026,2.1537099157506305,-0.0,0.0,0.0,8.91,-0.0,7.42,0.5,7.24,-0.14,0.05,0.96,10.75
1,2,1,0.40263421674928146,-0.5751516615608944,-0.0,-0.0,0.0,8.91,-0.0,7.68,-0.0,5.18,-0.06,-0.01,7.98,16.33
1,2,1,-1.5707963267948963,-2.1469072208961486,-0.0,-0.0,0.0,8.91,-0.01,6.61,1.22,20.47,-0.24,0.07,7.19,31.92
1,2,1,0.7386673153472513,0.0,-0.0,0.0,0.0,8.91,-0.0,7.52,-0.22,5.58,-0.03,5.27,-0.01,25.64
1,2,1,0.8018992507321875,-3.1213913204191495,-0.0,0.0,0.0,8.91,-0.0,7.47,0.12,6.32,-1.13,4.58,-4.67,22.76
1,2,1,0.5483349022393178,0.0,-0.0,0.0,0.0,8.91,-0.0,7.61,-0.07,4.23,0.01,5.33,0.06,25.71
1,2,1,-1.5707963267948963,-2.1469072208961486,-0.0,-0.0,0.0,8.91,-0.01,6.61,1.22,20.47,-0.24,0.07,7.19,31.92
1,2,1,1.5426291751491763,1.9821616527024353,0.0,0.0,0.0,8.91,0.0,6.88,-3.09,15.01,-0.32,10.5,-1.57,54.2
1,2,1,0.139772003269285,0.2015619981693355,0.0,0.0,0.0,8.91,-0.03,7.43,0.12,7.67,-0.62,-0.46,-4.42,9.1
1,2,1,0.3401172431841126,-2.1332607306314872,-0.0,0.0,0.0,8.91,-0.0,7.68,0.1,7.1,0.2,3.56,0.29,23.24
1,2,1,0.9362637677512442,-2.3723832239453664,-0.0,0.0,-0.08,8.05,-0.0,6.95,-0.5,6.86,-2.69,1.97,-12.01,11.57
1,2,1,0.7386673153472513,0.9272952180016123,-0.0,0.0,-0.06,8.12,-0.0,7.05,-0.29,5.21,-0.9,5.17,-3.73,24.95
1,2,1,0.3401172431841126,1.7701336317772207,-0.0,0.0,0.0,8.43,-0.02,7.1,-0.04,6.88,-2.73,4.25,-12.11,20.73
1,2,1,1.3997857394384872,2.125247417919133,0.0,0.0,0.0,8.43,-0.0,6.72,-0.33,9.78,-3.24,2.63,-10.85,21.87
1,2,1,0.40263421674928146,1.3168507475667388,0.0,0.0,0.0,8.43,-0.0,7.21,0.05,5.45,1.5,0.33,7.76,25.94
1,2,1,1.1426749596672536,1.8436015355967916,-0.0,0.0,-0.12,7.93,-0.0,6.87,-0.51,7.52,1.83,1.94,5.98,14.3
1,2,1,0.1993373049823241,1.4395979831328194,0.0,0.0,0.0,8.43,-0.03,6.94,0.03,11.25,-0.49,-0.91,6.31,6.91
1,2,1,0.139772003269285,-0.40975343407421694,-0.0,0.0,0.0,8.43,-0.04,6.86,-0.01,12.69,-2.47,-0.56,-11.15,7.9
1,2,1,-1.5707963267948963,1.1229873265341976,-0.0,0.0,0.0,8.43,-0.01,6.25,0.92,18.6,1.81,2.8,7.73,34.11
1,2,1,-0.0,3.121593320216463,0.0,0.0,0.0,8.43,-0.0,6.02,-0.02,9.44,-0.17,7.46,-0.75,36.29
1,2,1,0.6057697367499427,-1.4433097017295227,-0.0,0.0,0.0,8.43,-0.0,7.13,0.1,3.86,0.37,5.11,1.64,24.48
1,2,1,0.8018992507321875,1.785791674846205,0.0,0.0,-0.06,8.09,-0.0,7.0,0.19,5.86,-1.06,4.32,-4.34,21.3
1,2,1,0.5483349022393178,-1.0382922284930458,-0.0,0.0,0.0,8.43,-0.0,7.14,-0.07,3.72,-1.78,5.33,-7.97,25.95
1,2,1,1.3432123125074804,2.8242821292169906,0.0,0.0,0.0,8.43,-0.0,6.87,0.23,7.87,-0.67,-0.11,7.79,13.41
1,2,1,1.5426291751491763,0.6018404687208502,-0.0,0.0,0.0,8.43,-0.0,6.35,1.2,14.54,1.61,5.1,7.48,43.71
1,2,1,1.1870854261426833,2.89288266449627,0.0,0.0,-0.1,8.02,-0.0,6.94,-0.14,6.88,0.45,2.83,1.12,15.88
1,2,1,0.99869344336026,2.451588299175583,-0.0,0.0,-0.08,8.05,-0.0,6.95,0.53,6.8,-1.79,-0.13,8.01,8.12
1,2,1,-1.5707963267948963,0.9153193132337858,-0.0,0.0,0.0,8.43,-0.01,6.25,0.92,18.6,0.71,2.89,7.82,34.3
1,2,1,0.7386673153472513,2.1033004250967475,-0.0,0.0,0.0,7.28,-0.0,5.93,-0.15,4.56,1.12,3.38,4.66,16.83
1,2,1,0.139772003269285,0.6312313240775326,-0.0,0.0,0.0,7.28,-0.01,6.1,0.06,6.21,-4.71,2.48,-20.33,14.64
1,2,1,1.3432123125074804,-2.3967957602362846,-0.0,0.0,0.0,7.28,-0.0,5.71,0.28,7.82,0.0,-0.0,8.0,13.16
1,2,1,-0.0,0.99869344336026,-0.0,0.0,0.0,7.28,-0.0,5.01,-0.01,7.03,-0.07,5.64,-0.32,27.11
1,2,1,1.5426291751491763,-2.746801533890032,-0.0,0.0,0.0,7.28,-0.0,5.41,0.39,11.7,1.27,4.06,-1.67,40.92
1,2,1,0.3401172431841126,-1.356238615498091,-0.0,-0.0,0.0,7.28,-0.0,6.09,-0.04,1.89,-3.53,2.42,-15.51,12.72
1,2,1,1.1870854261426833,-0.5624644038365905,-0.0,0.0,0.0,7.28,-0.0,5.74,0.68,6.78,0.79,-0.53,3.61,7.26
1,2,1,1.3997857394384872,-2.2553875436549813,-0.0,0.0,0.0,7.28,-0.0,5.63,-0.26,8.8,-0.74,0.1,-3.03,7.82
1,2,1,0.1993373049823241,-2.7626323378274984,-0.0,0.0,0.0,7.28,-0.0,6.09,-0.02,2.0,-0.2,-0.02,7.7,4.8
1,2,1,0.6057697367499427,1.5566121674462572,0.0,0.0,0.0,7.28,-0.0,6.0,0.19,3.53,0.68,4.31,3.01,20.74
1,2,1,0.99869344336026,1.9655874464946579,0.0,0.0,-0.06,6.95,-0.0,5.85,0.51,5.75,-0.7,-0.29,7.28,5.92
1,2,1,0.5483349022393178,0.0,-0.0,0.0,0.0,7.28,-0.0,6.02,-0.16,3.31,0.0,4.08,0.01,19.62
